Name,Email,Phone Number,Combined Address,Address, City, State,Zip,Website,GPS Coordinates,Par / Yards,Price Range /season,Twitter,Facebook
Leatherstocking,"(Jaclyn Boschetti, media contact) Jaclyn@njfpr.com",(607) 544-2547,"60 Lake St, Cooperstown, NY",60 Lake St, Cooperstown, NY,13326,http://www.otesaga.com/leatherstocking-golf-course,,,,@OtesagaHotel,https://www.facebook.com/OtesagaResortHotel
Lederach,"*no email listed, contact form (asks for phone number)",(215) 513-3034,"900 Clubhouse Dr, Harleysville, PA",900 Clubhouse Dr, Harleysville, PA,19438,http://www.lederachgolfclub.com/golf,,,,no account,https://www.facebook.com/pages/Lederach-Golf-Club/164167686944909
Ledges GC,"(Doug Juhasz, General Manager) djuhasz@ledgesgc.com",413-532-2307,"18 Mulligan Dr, South Hadley, MA ",18 Mulligan Dr, South Hadley, MA ,01075,http://www.ledgesgc.com,,,,@ledgesgolf,https://www.facebook.com/pages/Ledges-Golf-Club/112560062089480
LedgeStone,*no email listed,(417) 335-8187,"1600 Ledgestone Way, Branson, MO ",1600 Ledgestone Way, Branson, MO ,65737,http://www.ledgestonegolf.com,,,,,https://www.facebook.com/pages/Ledgestone-Championship-Golf-Course/116596845033876
Legends Club at Chateau Elan,"(Sean Cain, Head Golf Professional) scain@chateauelan.net",(770) 307-4031,"6155 Golf Club Drive  Braselton, GA",6155 Golf Club Drive  ,Braselton, GA,30518,http://www.chateauelan.net/golf/legends-course.php,,,,@legendsgolfatl,https://www.facebook.com/TheLegendsatChateauElan
Legends Golf Complex (Moorland),"*no email listed, contact form for future guests",,"1500 Legends Dr, Myrtle Beach, SC",1500 Legends Dr, Myrtle Beach, SC,,http://www.legendsgolf.com,,,,not listed on site,https://www.facebook.com/MBLegendsGolf
Legends Golf Complex (The Heritage),"*no email listed, contact form for future guests",(843) 236-9318,"        478 Heritage Dr, Pawleys Island, SC ",        478 Heritage Dr, Pawleys Island, SC ,29579,http://www.legendsgolf.com,,,,not listed on site,https://www.facebook.com/MBLegendsGolf
Lehigh CC,"when you click on ""contact us"", this email comes up: jen@lehighcc.com",610-433-7443,"2319 S. Cedar Crest Blvd | Allentown, PA",2319 S. Cedar Crest Blvd,Allentown, PA,18103,http://www.lehighcc.com/,,,,no account,no actual page
Limestone Springs,info@limestonesprings.com,205-274-4653,"
        3000 Colonial Dr, Oneonta, AL","
        3000 Colonial Dr", Oneonta, AL,35121,http://www.limestonesprings.com/-home,,,Spring: $45 - $99 +tax,@LimestoneGolfAL,https://www.facebook.com/LimestoneSprings
Links at Hiawatha Landing,"*no email listed, contact form",(607) 687-6952,"2350 Marshland Rd, Apalachin, NY",2350 Marshland Rd, Apalachin, NY,13732,http://www.hiawathalinks.com,,,,not listed on site,not listed on site
Links at Lighthouse Sound,ruarkgolf@aol.com,410-641-1189,"12723 St Martins Neck Rd, Bishopville, MD",12723 St Martins Neck Rd, Bishopville, MD,21813,http://www.lighthousesound.com,,,,no account,https://www.facebook.com/pages/Lighthouse-Sound-Golf-Course/140954089296740
Links at Spanish Bay,"(Ryan Pierce, Media Contact) piercer@pebblebeach.com",(800) 654-9300,Pebble Beach,,Pebble Beach,,93953,http://www.pebblebeach.com/golf/the-links-at-spanish-bay,,,,@PebbleBeachCali,https://www.facebook.com/PebbleBeachResorts
Links at Union Vale,golfpro@thelinksatunionvale.com,(845) 223-1000,"153 N Parliman Rd, Lagrangeville, NY",153 N Parliman Rd, Lagrangeville, NY,12540,http://www.thelinksatunionvale.com,,,,not listed on site,not listed on site
Links of North Dakota,"(Jay Frank, General Manager) ",(701) 568-2600,"5153 109th Ave NW, Ray, ND",5153 109th Ave NW, Ray, ND,58849,http://www.thelinksofnorthdakota.com,,,,not listed on site,not listed on site
Linville GC,starr@eseeola.com,800-742-6717,Linville,,Linville,,28646,http://www.eseeola.com,,,,not listed on site,not listed on site
Little Mountain,jhanlin@littlemountaincc.com,(440) 358-7888,Concord,,Concord,,44077,http://www.littlemountaincc.com,,,,@LMCountryClub,not listed on site
Lodestone GC,info@wispresort.com,301.387.4000,McHenry,,McHenry,,21541,http://www.wispresort.com/lodestone-golf-course.php,,,,@WispresortMD,ok.com/pages/Deep-Creek-Lake-Lodestone-Golf-Club/322086448268?ref=br_tf
Long Cove Club,,(843) 686-1070,"399 Long Cove Drive,    Hilton Head Island, SC",399 Long Cove Drive,    Hilton Head Island, SC,29928,http://www.longcoveclub.org/Club/Scripts/Home/home.asp,,,,no account,no actual page
Longaberger,dackerman@longabergergolfclub.com,(740) 763-1100,"One Long Drive, Nashport, OH",One Long Drive, Nashport, OH,43830,http://www.longabergergolfclub.com,,Par 72; 7243 yards,$59-$99,not listed on site,https://www.facebook.com/LongabergerGolfClub
Longmeadow CC,,,"Longmeadow, MA",,Longmeadow, MA,,,,,,,
Longue Vue Club,"(Tod Pierce, club manager) tpierce@longuevue.org",(412) 793-2232,"400 Longue Vue Dr, Penn Hills, PA",400 Longue Vue Dr, Penn Hills, PA,15147,http://www.longuevue.org,,,,@Longuevueclub,no actual page
Lookout Mountain GC,,,"Lookout Mountain, GA",,Lookout Mountain, GA,,,,,,,
Loomis Trail,semiahmoogolf@gmail.com,(360) 332-8138,"        4342 Loomis Trail Rd, Blaine, WA ",        4342 Loomis Trail Rd, Blaine, WA ,98230,http://www.semiahmoogolf.com/loomis_trail.php,,,,@SemiahmooGolf,https://www.facebook.com/SemiahmooGolf
Los Angeles CC (North),,(310) 276-6104,"10101 Wilshire Blvd, Los Angeles, CA",10101 Wilshire Blvd, Los Angeles, CA,90024,https://www.thelacc.org,,,,no account,no actual page
Lost Dunes GC,info@lostdunes.com,(269) 465-9300,"9300 Red Arrow Hwy, Bridgman, MI",9300 Red Arrow Hwy, Bridgman, MI,49106,http://www.lostdunes.com,,,,no account,https://www.facebook.com/pages/Lost-Dunes-Golf-Club/175619742449139
Maidstone Club,no email listed; website only for members,(631) 604-5203,"29 Maidstone Ln, East Hampton, NY",29 Maidstone Ln, East Hampton, NY,11937,http://www.maidstoneclub.org,,,,,
Manufacturers' Golf & CC,*no email listed; contact form,(215) 886-3200,"511 Dreshertown Rd, Fort Washington, PA",511 Dreshertown Rd, Fort Washington, PA,19034,http://www.mg-cc.org,,,,no account,https://www.facebook.com/pages/Manufacturers-Golf-Country-Club/115861865101478
Martis Camp,,,"Truckee, CA",,Truckee, CA,,http://www.martiscamp.com/lake-tahoe-golf/,,,,,
Mauna Kea GC,*no email listed,(808) 882-5400,"62-100 Mauna Kea Beach Drive, Kohala Coast, Hawaii",62-100 Mauna Kea Beach Drive, Kohala Coast,HI,96743,http://www.princeresortshawaii.com/mauna-kea-golf-course/index.php,,,,@MaunaKeaGolf,https://www.facebook.com/maunakearesortgolf
Mauna Kea GC,,,"Kamuela, HI",,Kamuela, HI,,,,,,,
Mauna Lani (North),golf@maunalani.com,808-885-6655,"68-1400 Mauna Lani Dr, Kona",68-1400 Mauna Lani Dr, Kona,HI,96743,http://www.maunalani.com/golf/big-island-golf-courses,,,,@MaunaLaniBay,https://www.facebook.com/MaunaLaniBay
May River Course at Palmetto Bluff,gwrobel@montagehotels.com,,"476 Mt Pelia Rd, Bluffton, SC ",476 Mt Pelia Rd, Bluffton, SC ,,http://www.palmettobluff.com/golf.aspx,,,,Twitter link brings you to home page,https://www.facebook.com/PalmettoBluff
Mayacama Golf Club,info@mayacama.com,707.569.2900,"1240 Mayacama Club Drive, Santa Rosa, CAÂ ",1240 Mayacama Club Drive, Santa Rosa, CAÂ ,95403,http://www.mayacama.com,,,,no account,no actual page
McArthur,,(772) 545-3838,"6550 SE Osprey St, Hobe Sound, FL",6550 SE Osprey St, Hobe Sound, FL,33455,http://www.mcarthurgolf.com,,,,,
Meadow Brook GC,*no email listed; used contact form on site,(401) 539-8491,Richmond,,Richmond,,02898,http://www.meadowbrookgolfri.com/Club/Scripts/Home/home.asp,,,,@Meadowbrook_GCC),https://www.facebook.com/meadowbrookgolfri
Meadow Club,clubsec@meadowclub.com,(415) 462-0980,"1001 Bolinas Rd, Fairfax, CA ",1001 Bolinas Rd, Fairfax, CA ,94930,http://www.meadowclub.com,,not listed,,,
Meadowbrook,info@golfatmeadowbrook.com,(605) 394-4191,"        3625 Jackson Blvd, Rapid City, SD ",        3625 Jackson Blvd, Rapid City, SD ,57702,http://www.golfatmeadowbrook.com,,,$28-$40 / time of day,@Meadowbrook_GCC,https://www.facebook.com/MeadowbrookGolfCourse
Meadows at Mystic Lake,"(Ben Rosaasen, Director of Golf) ben.rosaasen@shakopeedakota.org",(952) 233-5533,"2400 Mystic Lake Blvd NW, Prior Lake, MN",2400 Mystic Lake Blvd NW, Prior Lake, MN,55372,http://www.mysticlakegolf.com,,,,@MysticLakeGolf,https://www.facebook.com/mysticlakegolf?ref=br_tf
Medicine Hole GC,call,(701) 764-4653,"10352 2nd St SW, Killdeer, ND",10352 2nd St SW, Killdeer, ND,58640,http://www.medicineholegolfcourse.com,,,,?,?
Medinah CC (No. 3),,,"Medinah, IL",,Medinah, IL,,,,,,,
Members Club at Aldarra,"(Fred Nadeau, Director of Golf) fred@aldarragc.com",(425) 222-7828,"29125 SE Duthie Hill Rd. Sammamish, WA ",29125 SE Duthie Hill Rd.,Sammamish, WA ,98075,http://www.aldarragolfclub.com,,,,@AldarraGolfClub,https://www.facebook.com/pages/Aldarra-Golf-Club/225379324217344
Merion GC,no email listed,(610) 642-5600,"450 Ardmore Ave, Ardmore, PA",450 Ardmore Ave, Ardmore, PA,19003,http://www.meriongolfclub.com,,,,@MerionGolfClub,no page found
Metedeconk National GC,,(732) 928-0111,"50 Hannah Hill Rd, Jackson, NJ",50 Hannah Hill Rd, Jackson, NJ,08527,http://www.metedeconk.org/,,,,,
Mid Pines,"(Graham Gilmore, General Manager) graham.gilmore@rossresorts.com",(910) 692-2114,"1010 Midland Rd, Southern Pines, NC",1010 Midland Rd, Southern Pines, NC,28387,http://www.pineneedles-midpines.com,,,,@PineNeedlesGolf,https://www.facebook.com/pineneedlesmidpines
Milwaukee CC,,,"Milwaukee, WI",,Milwaukee, WI,,website inactive,,,,,
Mimosa Hills G&CC,,(828) 437-2967,"611 Golf Course Rd, Morganton, NC",611 Golf Course Rd, Morganton, NC,28655,http://www.mimosahills.org,,,,,
Minikahda Club,,(612) 926-1601,"3205 Excelsior Blvd, Minneapolis, MN",3205 Excelsior Blvd, Minneapolis, MN,55416,http://www.minikahdaclub.org,,,,,
Mirimichi,"(Rich Peterson, General Manager) rpeterson@mirimichi.com",(901) 259-3800,"6195 Woodstock Cuba Rd, Millington, TNÂ ",6195 Woodstock Cuba Rd, Millington, TNÂ ,38053,http://www.mirimichi.com,,,,@Mirimichi,https://www.facebook.com/MirimichiGolf
Misquamicut GC,donna.bailey@themisquamicutclub.com,(401) 348-8577,"60 Ocean View Hwy, Westerly, RI ",60 Ocean View Hwy, Westerly, RI ,02891,https://www.themisquamicutclub.com,,,,no account,no page found
Mission Inn Resort (El Campeon),?,,Howey-in-the-Hills,,Howey-in-the-Hills,,,http://missioninnresort.com,,,,@Mission_Inn,https://www.facebook.com/MissionInnResortandClub
Mohegan Sun CC at Pautipaug,"(Dave Troyer, Director of Golf) dtroyer@commongroundgc.com",860-862-9660,"7 Dows Ln, Baltic, CT",7 Dows Ln, Baltic, CT,06330,http://mohegansun.com,,,,@MoheganSun,https://www.facebook.com/mohegansungolfclub
Monroe GC,no email listed,(585) 586-3440,"155 Golf Ave, Pittsford, NY ",155 Golf Ave, Pittsford, NY ,14534,http://www.monroegolfclub.com,,,,no account,no actual page
Montauk Downs State Park,call,(631) 668-5000,"50 S Fairview Ave, Montauk, NY",50 S Fairview Ave, Montauk, NY,11954,http://nysparks.com/golf-courses/8/details.aspx,,,,not listed on site,not listed on site
Montaup CC,"(Stephen Diemoz, Golf Professional) golfpro@montaupcc.com",401-683-0955,Portsmouth,,Portsmouth,,02871,http://www.montaupcc.com,,,,no account,https://www.facebook.com/pages/Montaup-Country-Club/133463630028253
Monterey Peninsula,info@montereypeninsulagolf.com,x,Pebble Beach,,Pebble Beach,,93953,http://www.montereypeninsulagolf.com,,,,no account,https://www.facebook.com/MontereyPeninsulaGolf
Moose Run (Creek),mooserungolfcourse@gmail.com,907-428-3942,"27000 Arctic Valley Rd, Anchorage, AK",27000 Arctic Valley Rd, Anchorage, AK,99505,http://www.mooserungolfcourse.com/CreekCourse.htm,,"Par - 72 // 7,324 yards ",,not listed on site,https://www.facebook.com/mooserungolfcourse
Moraine CC,phil@morainecountryclub.com,(937) 294-6200,"4075 Southern Blvd, Dayton, OH",4075 Southern Blvd, Dayton, OH,45429,https://www.morainecountryclub.com,,,,,
Mount Washington,"*no email listed, contact form",(603) 278-4653,"210 Mt Washington Hotel Rd, Bretton Woods, NH ",210 Mt Washington Hotel Rd, Bretton Woods, NH ,03575,http://brettonwoods.com/activities/golf/overview,,,,,
Mountain Lake GC,,(863) 676-3494,"2300 N Scenic Hwy, Lake Wales, FL",2300 N Scenic Hwy, Lake Wales, FL,33898,http://www.mountainlakecc.com,,,,no account,no actual page
Mountain Ranch CC,rory@tannenbaumgolf.com,(501) 884-3400,Fairfield Bay,,Fairfield Bay,,72088,http://www.tboxgolf.net,,,$35-$49 until Aug.,no account,https://www.facebook.com/MountainRanch.Tannenbaum
Mountain Ridge GC,reception@mountainridgecc.org,(973) 575-8200,"713 Passaic Ave, West Caldwell, NJ",713 Passaic Ave, West Caldwell, NJ,07006,https://www.mountainridgecc.org,,,,,
Mountaintop Golf & Lake Club,salessupport@mountaintopgolfclub.com,(828) 743-7353,"1638 High Mountain Dr, Cashiers, NC",1638 High Mountain Dr, Cashiers, NC,28717,http://www.mountaintopgolfclub.com,,,,no account,no actual page
Muirfield Village GC,,(614) 889-6700,"5750 Memorial Dr, Dublin, OH ",5750 Memorial Dr, Dublin, OH ,43017,http://www.nicklaus.com/design/muirfieldvillage/,,,,,
Muskegon CC,info@muskegoncc.com,(231) 755-3737,"2801 Lakeshore Dr, Muskegon, MI ",2801 Lakeshore Dr, Muskegon, MI ,49441,http://www.muskegoncc.com,,,,,
Musket Ridge,info@musketridge.com,(301) 293-9930,"3555 Brethren Church Rd, Myersville, MD",3555 Brethren Church Rd, Myersville, MD,21773,http://www.musketridge.com/Club/Scripts/Home/home.asp,,,,,https://www.facebook.com/MusketRidge
Myopia Hunt Club,,,"Hamilton, MA",,Hamilton, MA,,,,,,,
Nanea Golf club,,,Kona,,Kona,,,,,,,,
Nantucket GC,,,"Siaconsett, MA",,Siaconsett, MA,,,,,,,
Naples National GC,,(239) 775-3468,"Naples, FL",,Naples, FL,,http://www.nngc.net,,,,,
National Golf Links of America,no email listed,(631) 283-0410,"325 Sebonac Inlet Rd, Southampton, NY",325 Sebonac Inlet Rd, Southampton, NY,11968,https://www.natgolflinks.org,,,,no account,no actual page
NCR CC (South),no email listed; contact form available,(937) 299-3571,"4435 Dogwood Trail, Kettering, OH ",4435 Dogwood Trail, Kettering, OH ,45429,https://www.ncrcountryclub.com,,,,@ncrcc,https://www.facebook.com/pages/NCR-Country-Club/107360009336041
Nemacolin Woodlands (Mystic Rock),birds.of.a.feather@nemacolin.com%20,(724) 329-8555,"1001 Lafayette Dr, Farmington, PA",1001 Lafayette Dr, Farmington, PA,15437,http://www.nemacolin.com/golf/mystic-rock,,,,@Nemacolin,https://www.facebook.com/Nemacolin
Neshanic Valley,"(Robert Ransone, Deputy Director Golf Division) rransone@scparks.org",(908) 369-8200,"2301 S Branch Rd, Neshanic Station, NJ",2301 S Branch Rd, Neshanic Station, NJ,08853,"
http://www.somersetcountyparks.org/parksfacilities/nvgc/golf/golf.htm",,,,,
New Haven CC,,,"Hamden, CT",,Hamden, CT,,,,,,,
Newport CC,,(401) 846-0461,"280 Harrison Ave, Newport, RI",280 Harrison Ave, Newport, RI,00284,no site,,,,,
Newport National,info@newportnational.com,401-846-1489,"324 Mitchells Ln, Middletown, RI ",324 Mitchells Ln, Middletown, RI ,02842,http://www.newportnational.com,,,,no account,https://www.facebook.com/newportnational
North Shore CC,no email listed,(516) 676-0500,"500 Shore Road, Glen Head, NY",500 Shore Road, Glen Head, NY,11545,https://nsccli.com,,,,no account,no page found
Northland CC,,,"Duluth, MN",,Duluth, MN,,,,,,,
Oak Hill CC (East),info@oakhillcc.com,(585) 586-1660,"145 Kilbourn Rd, Rochester, NY",145 Kilbourn Rd, Rochester, NY,14618,http://www.oakhillcc.com,,,,no account,no actual page
Oak Hill CC (West),info@oakhillcc.com,(585) 586-1660,"145 Kilbourn Rd, Rochester, NY",145 Kilbourn Rd, Rochester, NY,14618,http://www.oakhillcc.com,,,,no account,no actual page
Oak Hills CC,*no email listed,(210) 349-5151,"5403 Fredericksburg Rd, San Antonio, TX",5403 Fredericksburg Rd, San Antonio, TX,78229,http://www.oakhillscc.com,,,,no account,no page found
Oak Tree National Golf Club,"(Steve Kimmel, director of golf) skimmel@oaktreenational.com",405-348-2004,"1515 West Oak Tree Drive, Edmond, OK",1515 West Oak Tree Drive, Edmond, OK,73025,http://www.oaktreenational.com/index.php/,,,,@OakTreeNational,no actual page
Oakland Hills CC (South),,(248) 644-2500,"3951 W Maple Rd, Bloomfield Hills, MI ",3951 W Maple Rd, Bloomfield Hills, MI ,48301,https://www.oaklandhillscc.com,,,,,
Oakmont Country Club,no email listed,(412) 828-8000,"1233 Hulton Rd, Oakmont, PA",1233 Hulton Rd, Oakmont, PA,15139,http://www.oakmont-countryclub.org,,,,no account,no actual page
Ocean Course at Hammock Beach,"(Matt Owen, Media Contact) mowen@salamanderhotels.com",(386) 447-4611,Palm Coast,,Palm Coast,,32137,http://www.hammockbeach.com/golf/hammock-beach-courses/ocean-course,Latitude: 29.6054750    Longitude: -81.1893720,,,@HammockResort,https://www.facebook.com/HammockBeachResort
Ocean Course at Kiawah Island,reservations@kiawahresort.com,(800) 654-2924,"1 Sanctuary Beach Dr, Kiawah Island, SC",1 Sanctuary Beach Dr, Kiawah Island, SC,29455,http://www.kiawahresort.com,,,,@kiawahresort,https://www.facebook.com/KiawahResort
Ocean Forest GC,,,"Sea Island, GA",,Sea Island, GA,,,,,,,
Ocean Ridge (Leopard's Chase),teetimes@oceanridge.com,(910) 287-1717,Sunset Beach,,Sunset Beach,,28469,http://www.bigcatsgolf.com/leopards-chase/,,,,@LeopardsChase,https://www.facebook.com/OceanRidgePlantationGolf
Ocean Ridge (Tiger's Eye),teetimes@oceanridge.com,(910) 287-1717,"360 Ocean Ridge Pkwy SW, Ocean Isle Beach, NC",360 Ocean Ridge Pkwy SW, Ocean Isle Beach, NC,28469,http://www.bigcatsgolf.com/tigers-eye/,,,,@LeopardsChase,https://www.facebook.com/OceanRidgePlantationGolf
Okemo Valley GC,*no email listed; contact form,(802) 228-1396,"Okemo Mountain Resort, 77 Okemo Ridge Rd, Ludlow, VT", 77 Okemo Ridge Rd, Ludlow, VT,05149,http://okemogolf.com,,,,@OkemoMountain,https://www.facebook.com/okemogolf
Old American GC,"(Mike McCabe, General Manager) mmccabe@oldamericangolfclub.com",(972) 370-4653,"1001 Lebanon Rd, The Colony, TX",1001 Lebanon Rd, The Colony, TX,75056,http://www.theoldamericangolfclub.com,,,,@OldAmericanGC,https://www.facebook.com/OldAmericanGolfClub
Old Elm,,(847) 432-6270,"800 Old Elm Rd, Highland Park, IL",800 Old Elm Rd, Highland Park, IL,60035,http://www.oldelmclub.com,,,,no account,https://www.facebook.com/oldelm?rf=107347225988244
Old Macdonald,"(Jake Sestero, Golf Professional) jsestero@bandondunesgolf.com",888-345-6008,"57744 Round Lake Drive
Bandon, OR ",57744 Round Lake Drive,Bandon, OR ,97411,http://www.bandondunesgolf.com/pages/old_macdonald/96.php,,,,@BandonDunesGolf,https://www.facebook.com/BandonDunesGolf
Old Memorial,,(813) 926-8888,"13600 Hixon Rd, Tampa, FL",13600 Hixon Rd, Tampa, FL,33626,http://www.oldmemorialgolfclub.com,,,,,
Old Sandwich,"*no email listed, contact form",(508) 209-2200,"41 Double Brook Rd, Plymouth, MA",41 Double Brook Rd, Plymouth, MA,02360,http://www.osgolfclub.com/Club/Scripts/Home/home.asp,,,,no account,no account
Old Silo,"*no email listed, contact form",859-498-4697,Mount Sterling,,Mount Sterling,,40353,http://www.oldsilo.com,,,,@OldSiloGolf,https://www.facebook.com/OldSilo
Old Town Club,otc@oldtownclub.org,(336) 723-5533,"2875 Old Town Club Rd, Winston-Salem, NC",2875 Old Town Club Rd, Winston-Salem, NC,27106,http://www.oldtownclub.org/,,,,no account,no actual page
Old Waverly GC,,,"West Point, MS",,West Point, MS,,,,,,,
Old Works,"(Ryan Stemsrud, General Manager and Director of Golf) rstemsrud@troongolf.com",(406) 563-5989,"1205 Pizzini Way, Anaconda, Mt ",1205 Pizzini Way, Anaconda, Mt ,59711,http://www.oldworks.org/index.php,,,,,https://www.facebook.com/OldWorksGC
Olde Farm GC,"(Marc Eubanks, club manager) meubanks@theoldefarm.com)",(276) 669-1042,"16639 Old Jonesboro Road, Bristol, VA",16639 Old Jonesboro Road, Bristol, VA,24202,http://www.theoldefarm.com,,,,@OldeFarmGCM,https://www.facebook.com/TheOldeFarm
Olde Stonewall,oldestonewall@zoominternet.net,(724) 752-4653,"1495 Mercer Rd, Ellwood City, PA",1495 Mercer Rd, Ellwood City, PA,16117,http://www.oldestonewall.com,,,,no account,https://www.facebook.com/pages/Olde-Stonewall-Golf-Club/282758848511902?rf=118528474829294
Olympia Field CC (South),,(708) 748-0495,"2800 Country Club Dr, Olympia Fields, IL",2800 Country Club Dr, Olympia Fields, IL,60461,http://www.ofcc.info,,"Par-72 // 7,114 yards",,no account,no page found
Olympia Fields CC (North),,,"Olympia FIelds, IL",,Olympia FIelds, IL,,,,,,,
Olympic Club (Lake),,(415) 345-5100,"599 Skyline Blvd, San Francisco, CA ",599 Skyline Blvd, San Francisco, CA ,94132,,,,,,
Omaha CC,omahacc@omahacc.org,(402) 571-7777,"6900 Country Club Rd, Omaha, NE",6900 Country Club Rd, Omaha, NE,68152,http://www.omahacc.org,,,,@OmahaCC,https://www.facebook.com/OmahaCountryClub?fref=ts
Orchards GC,"*no email listed, contact form (asks for phone number)",(586) 786-7200,"62900 Campground Rd, Washington, MI",62900 Campground Rd, Washington, MI,48094,http://www.orchards.com,,,,no account,https://www.facebook.com/TheOrchardsGolfClub
Osprey Meadows GC,info@tamarackidaho.com,208.325.1000,Donnelly,,Donnelly,,83615,http://tamarackidaho.com/summer_adventure/golf/,,,,@Ski_Tamarack,https://www.facebook.com/tamarackresortidaho
Oxmoor Valley,OxmoorValley@RTJGolf.com,305-942-1177,"100 Sunbelt Pkwy, Birmingham, AL",100 Sunbelt Pkwy, Birmingham, AL,35211,https://www.rtjgolf.com/oxmoorvalley/,,,starts at $65,@RTJOxmoorValley,https://www.facebook.com/RTJOxmoorValley
Oyster Harbors,oysterharborsclub@oysterharborsclub.org,(508) 428-3131,"170 Grand Island Dr, Osterville, MA",170 Grand Island Dr, Osterville, MA,02655,http://www.oysterharborsclub.org,,,,,
Paa-Ko Ridge,paakoinfo@paakoridge.com,(505) 281-6000,"1 Club House Dr, Sandia Park, NM",1 Club House Dr, Sandia Park, NM,87047,http://www.paakoridge.com,,,,@paakoridgegc,https://www.facebook.com/pages/Paa-Ko-Ridge-Golf-Club/202114036910
Pablo Creek,,(904) 992-6900,"5660 San Pablo Rd S, Jacksonville, FL",5660 San Pablo Rd S, Jacksonville, FL,32224,,,,,,
Pacific Dunes,"(Jake Sestero, Golf Professional) jsestero@bandondunesgolf.com",888-345-6008,"57744 Round Lake Drive
Bandon, OR ",57744 Round Lake Drive,Bandon, OR ,97411,http://www.bandondunesgolf.com/pages/pacific_dunes/50.php,,,,@BandonDunesGolf,https://www.facebook.com/BandonDunesGolf
Paiute (Wolf),"(Chad Gunier, General Manager) cgunier@lvpaiute.com",702.658.1400,"10325 Nu-Wav Kaiv Boulevard, Las Vegas, NV",10325 Nu-Wav Kaiv Boulevard, Las Vegas, NV,89124,http://www.lvpaiutegolf.com,,,,@realpuregolf,https://www.facebook.com/lvpaiutegolf?ref=br_tf
Palmetto Club,,,"Aiken, SC",,Aiken, SC,,http://www.palmettoclub.org,,,,,
Palmilla Beach Golf Club,"*no email listed, contact form",361-749-4653,"258 Snapdragon, Port Aransas, TX",258 Snapdragon, Port Aransas, TX,78373,http://palmillabeach.com,,"Par 71 -6,821 yards",$69-99 year round- depending day/time/season,@palmillabeachgc,http://www.facebook.com/newportdunesgolf
Palouse Ridge,http://www.palouseridge.com/m-contacts/6-general-information,(509) 335-4342,"1260 Palouse Ridge Dr, Pullman, WA",1260 Palouse Ridge Dr, Pullman, WA,99164,http://www.palouseridge.com,,"Par 72. 7,308 yards",$20 for juniors to $99 for non-residents,no account,https://www.facebook.com/pages/Palouse-Ridge-Golf-Club/124263884280256
Paramount CC,no email listed; contact form available,(845) 634-4626,"60 Zukor Rd, New City, NY",60 Zukor Rd, New City, NY,10956,http://www.paramountcountryclub.com,,,,no account,https://www.facebook.com/pages/Paramount-Country-Club/303511407784
Pasatiempo,"(Scott Hoyt, General Manager) shoyt@pasatiempo.com",(831) 459-9169,"20 Clubhouse Rd, Santa Cruz, CA",20 Clubhouse Rd, Santa Cruz, CA,95060,http://www.pasatiempo.com,,,,@PasatiempoGolf,https://www.facebook.com/PasatiempoGolfClub
Patriot Golf Club,golfshop@patriotgolfclub.com,(918) 272-1260,"5790 N Patriot Dr, Owasso, OK ",5790 N Patriot Dr, Owasso, OK ,74055,http://thepatriotgolfclub.com,,,,no account,https://www.facebook.com/pages/The-Patriot-Golf-Club-Owasso-OK/209427442432927
Payne Stewart GC,"(Dan Davis, General Manager) ddavis@troongolf.com",(417) 337-2963,"100 Payne Stewart Dr, Branson, MO",100 Payne Stewart Dr, Branson, MO,65616,http://www.paynestewartgolfclub.com,,,,,https://www.facebook.com/PayneStewartGolfClub
Peachtree GC,,(404) 233-4426,"4600 Peachtree Blvd, Atlanta, GA",4600 Peachtree Blvd, Atlanta, GA,30319,?,,,,,
Pebble Beach Golf Links,"(Ryan Pierce, Media Contact) piercer@pebblebeach.com",(800) 654-9300,"700 17 Mile Dr, Pebble Beach, CA",700 17 Mile Dr, Pebble Beach, CA,93953,http://www.pebblebeach.com/golf/pebble-beach-golf-links,,,,@PebbleBeachCali,https://www.facebook.com/PebbleBeachResorts
Peninsula GC,,,San Mateo,,San Mateo,,,,,,,,
Pete Dye Golf Club,dmitchell@pacificlinks.com,(304) 842-2801,"801 Aaron Smith Dr, Bridgeport, WV",801 Aaron Smith Dr, Bridgeport, WV,26330,https://www.pacificlinks.com/petedye,,,,@PacificLinksINT,https://www.facebook.com/PacificLinksInternational
Pete Dye River Course of Virginia Tech,Play@petedyerivercourse.com,1-888-Pete-Dye," 8400 River Course Drive, Radford, VA", 8400 River Course Drive, Radford, VA,24141,http://www.petedyerivercourse.com,,"5,142 to 7,685 yards",$25-$80,,www.facebook.com/petedyerivercourse
"PGA National Resort, Spa (Champion)","*no email listed, contact form",(561) 627-2000,"400 Ave of the Champions, Palm Beach Gardens, FL",400 Ave of the Champions, Palm Beach Gardens, FL,33418,http://www.pgaresort.com/golf/pga-champion-golf-course,,"Par 72; Yardage: 7,048",$191-$373,@PGANatl,https://www.facebook.com/PGAresort
PGA West (Stadium),pgawest@pgawest.com,(760) 564-3914,La Quinta,,La Quinta,,92253,http://www.pgawest.com/Club/Scripts/Home/home.asp,,,,@PGAWESTGOLF,https://www.facebook.com/GolfPGAWEST
Philadelphia CC (Spring Mill),?,?,?,?,,,?,,,,,,
Philadelphia Cricket Club (Wissahickon),,(215) 247-6113,"6025 West Valley Green Road Flourtown, PA",6025 West Valley Green Road,Flourtown, PA,19031,http://www.philacricket.com/,,,,no account,https://www.facebook.com/PCCGolf
